fast,slow,confirm_n,sl_value,tp_value,num_trades,win_rate_pct,total_return_pct,profit_factor,expectancy_per_trade,sharpe,sortino,max_drawdown_pct,long_trades,short_trades,final_cash
100,200,5,0.4,1.5,350.0,38.0,-49.970026404271586,0.46972893865628973,-14.277150401220455,-11.328366772292028,-7.913174714405728,50.79798165953784,350.0,0.0,5002.997359572842
50,200,1,0.4,2.0,472.0,31.779661016949152,-60.57344700421241,0.5334001411413526,-12.833357416146633,-11.395220528542605,-9.861566200858539,61.93030079293336,472.0,0.0,3942.6552995787597
100,150,1,0.4,2.0,488.0,31.967213114754102,-61.35696085157507,0.542597542595862,-12.573147715486707,-11.408486791629821,-9.969504929659475,62.345944890131236,488.0,0.0,3864.3039148424923
100,200,3,0.4,1.5,365.0,37.80821917808219,-51.77594496417601,0.46572470316070563,-14.185190401144078,-11.530102913468982,-8.107627910324375,52.57401373029331,365.0,0.0,4822.4055035823985
20,200,5,0.4,2.0,513.0,32.35867446393762,-62.28038379826918,0.5493049020007414,-12.140425691670407,-11.58172009404166,-10.273866226057946,63.40262219806271,513.0,0.0,3771.961620173082
20,200,3,0.4,2.0,519.0,32.369942196531795,-62.68295910550604,0.5494063870161369,-12.07764144614762,-11.676000809311821,-10.39984558329747,63.79322003802701,519.0,0.0,3731.7040894493957
50,150,1,0.4,2.0,497.0,31.58953722334004,-62.875180799523925,0.5335822097038515,-12.650941810769385,-11.79093523448599,-10.440794728232694,64.1053238893244,497.0,0.0,3712.481920047607
20,150,3,0.4,2.0,533.0,31.894934333958723,-64.75040836406893,0.5350451640424269,-12.148294252170539,-12.133406058257876,-10.88416811452746,65.79915830625598,533.0,0.0,3524.9591635931065
50,200,5,0.4,1.5,445.0,38.651685393258425,-57.334415409870545,0.48601617656130347,-12.884138294352887,-12.205400960336478,-9.564909218724347,58.53883841484989,445.0,0.0,4266.5584590129465
20,150,5,0.4,2.0,533.0,31.70731707317073,-65.17032169454635,0.528896787425479,-12.227077241003073,-12.360728915245131,-10.990287328193325,66.20657832658074,533.0,0.0,3482.9678305453644
50,150,5,0.4,1.5,450.0,38.44444444444444,-58.13376717170849,0.48516551687811504,-12.91861492704634,-12.453109603722895,-9.849982667568508,59.3156249719619,450.0,0.0,4186.62328282915
20,200,1,0.4,2.0,570.0,31.75438596491228,-67.56576514606853,0.5370877297293756,-11.853643008082216,-12.603371081089723,-11.521029764550072,68.49668820025148,570.0,0.0,3243.423485393146
50,200,3,0.4,1.5,463.0,38.44492440604751,-59.17546574743739,0.4836245239454027,-12.780878131195934,-12.652597983963712,-9.995028277373622,60.32791704263727,463.0,0.0,4082.45342525626
100,200,1,0.4,1.5,495.0,38.38383838383838,-61.786232116115706,0.48229542385299157,-12.482067094164739,-12.925383917543318,-10.241302226221956,62.39694495282316,495.0,0.0,3821.3767883884298
50,150,3,0.4,1.5,468.0,38.034188034188034,-60.338917821902236,0.47531271011783127,-12.892931158526126,-13.017878908204233,-10.390362731046883,61.458525586253096,468.0,0.0,3966.108217809776
100,150,1,0.4,1.5,553.0,38.517179023508135,-65.5933221683795,0.4916531118201851,-11.86136024744654,-13.486132447154262,-11.343886376401874,66.12131719043963,553.0,0.0,3440.6677831620505
20,150,1,0.4,2.0,612.0,31.5359477124183,-70.61830583847215,0.5367372158819986,-11.538938862495437,-13.496281668561265,-12.483132646442119,71.21305346930855,612.0,0.0,2938.169416152785
50,150,1,0.4,1.5,580.0,37.93103448275862,-68.43350725281906,0.47347152752580535,-11.798880560830876,-14.436741594540317,-12.309650725299761,69.25424273141262,580.0,0.0,3156.6492747180946
20,200,5,0.4,1.5,595.0,37.983193277310924,-69.25043584818177,0.4784418995530709,-11.638728713980129,-14.586043741933484,-12.344999341032086,69.69821946822323,595.0,0.0,3074.956415181823
50,200,1,0.4,1.5,553.0,37.070524412296564,-68.25485670439609,0.4567867086929068,-12.34265039862501,-14.737952494590676,-12.227386617840384,69.12115102768159,553.0,0.0,3174.5143295603907
20,200,3,0.4,1.5,606.0,37.95379537953795,-69.96839023456343,0.47761357759766593,-11.545938982601218,-14.789654999593736,-12.578626052300745,70.40571880514234,606.0,0.0,3003.160976543658
20,150,5,0.4,1.5,610.0,37.213114754098356,-71.52205819690616,0.4612868347275393,-11.72492757326332,-15.3264279494062,-13.071573764970326,71.93676182681648,610.0,0.0,2847.7941803093845
20,150,3,0.4,1.5,622.0,37.29903536977492,-72.06963272160635,0.4643806446677029,-11.586757672283957,-15.438761377543818,-13.219612945253035,72.47636242051388,622.0,0.0,2793.0367278393637
20,200,1,0.4,1.5,671.0,37.704918032786885,-74.07520874163632,0.47650361780844996,-11.039524402628352,-15.62787572690767,-13.722733522395446,74.53259167095456,671.0,0.0,2592.4791258363693
20,150,1,0.4,1.5,701.0,37.660485021398,-75.66522875655448,0.4813666321804244,-10.79389853873816,-15.99493987619349,-14.246428574251084,76.27537412436521,701.0,0.0,2433.4771243445516
